SHA256_Value,Verdict,Classification_tags,Mitre_Attack_Techniques
c05e2dab77349cd639aa837e7e121710b8a0718d8fc93fb4cc6458ae90e5c597,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'phishing', 'wcry']","['Kernel Modules and Extensions', 'File Deletion', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
9ce656f2fdeef73ccf15b8589b150d2a5e3d22b03c1947d7e2f65e69e4909488,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'phishing', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
f7f352508a5f0bd33e7cdb71b4cc1d3743dd7e156c864a84c3070b144c9f8869,malicious,"['ransomware', 'wannacry', 'wanacrypt0r', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
6c8f85db6604cf701c5fbe62c872e21625a51f7edb407f813eb67918722d33b7,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'wcry', 'exploit']","['Kernel Modules and Extensions', 'File Deletion', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
5c06b23fe54eeb62295004b5a99979da9d926fb719c8c6b9aa5a3d7b2fc1d2d9,malicious,"['ransomware', 'wannacry', 'wanacrypt0r', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Windows Management Instrumentation', 'Service Execution', 'File System Permissions Weakness', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
8fb8affd012c7c103942c3c544ca7a2e31375428bb6cd17fbd49a6be08e47103,malicious,['ransomware'],"['Modify Registry', 'Service Execution', 'System Network Configuration Discovery', 'New Service', 'Application Window Discovery', 'Process Injection', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Network Service Scanning']"
4129f1f468f02509896bf081deae9cfee2ca6a89b76617ee901e57c079e0c0fe,malicious,[],"['Data Compressed', 'Modify Registry']"
397e054981e16af9cc59d62897d9cf037470289df8844f1b6121d5e2fb6afbf0,malicious,['evasive'],"['Kernel Modules and Extensions', 'Windows Management Instrumentation', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery']"
19215ef29eaefd036c09480b73af71ded418c5ba5144058ee3993507be409474,malicious,[],"['Modify Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
8e6fc998c6da10b6df7dbb66a8244fd6deb98e321081d0f54cd3169f9a860d26,malicious,[],"['Data Compressed', 'Process Injection', 'Hooking']"
1b22deca8fc411e534de48ec12640411a77d93a747c1391c060fee10a7503778,malicious,[],"['Kernel Modules and Extensions', 'File Deletion', 'File and Directory Discovery', 'Service Execution', 'Security Software Discovery', 'Application Window Discovery', 'Query Registry', 'Process Injection', 'Code Signing', 'Hooking', 'System Time Discovery', 'Data Compressed', 'System Owner/User Discovery', 'System Information Discovery']"
5b07a1eb9eb1517aed7df360951fab1bb8eef301107d5597a7fd9e88d06e8e84,malicious,[],"['Kernel Modules and Extensions', 'File Deletion', 'Service Execution', 'Security Software Discovery', 'System Information Discovery', 'Application Window Discovery', 'Query Registry', 'System Time Discovery', 'Code Signing', 'Hooking', 'Data Compressed', 'Unknown technique', 'Peripheral Device Discovery', 'Network Service Scanning']"
952d6819e54613434bb98ced3515812cd15725f91f97dccb9516e56b61f7afa8,malicious,[],"['Kernel Modules and Extensions', 'File Deletion', 'Security Software Discovery', 'Application Window Discovery', 'Query Registry', 'System Time Discovery', 'Code Signing', 'Hooking', 'Data Compressed', 'System Information Discovery']"
069bcdcbf0f691461515568aab2ecd9db9f5adf29fc5f81c9e954987661a0175,malicious,[],"['Kernel Modules and Extensions', 'Local Job Scheduling', 'System Network Configuration Discovery', 'Query Registry', 'Process Injection', 'Hooking', 'Network Service Scanning']"
3739d9e39215f21aa73ca4e86d15eedfd4899ca4007db0128086e45e33398b84,malicious,['evasive'],"['Clipboard Data', 'Service Execution', 'Input Capture', 'Application Window Discovery', 'System Time Discovery', 'Process Injection', 'Hooking']"
7c394f7d19bbb8bf7b4ad648635d9669c10b240027514758b9e652c107fc6f69,malicious,[],"['Kernel Modules and Extensions', 'File Deletion', 'Modify Registry', 'File and Directory Discovery', 'Service Execution', 'Application Window Discovery', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Email Collection', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
f3cb95a52d2bee102e74cb97ddb9669720445fd48f89c6bc922625879bdc6430,malicious,['evasive'],"['Modify Registry', 'File Deletion', 'Bootkit', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Network Service Scanning', 'Clipboard Data', 'File and Directory Discovery', 'Security Software Discovery', 'System Information Discovery', 'Peripheral Device Discovery', 'Service Execution', 'Application Window Discovery', 'Code Signing', 'Email Collection', 'Data Compressed', 'Kernel Modules and Extensions', 'Process Discovery']"
1e9978648e50626a14f1bf0aef0c49f479ac8bce7e53b1914c4675dfc1a6d6ac,malicious,[],"['Clipboard Data', 'Modify Registry', 'Service Execution', 'Input Capture', 'Process Injection', 'System Time Discovery', 'Hooking', 'Data Compressed']"
eccb66bd6320887301b6cc3d74bb1052b5b63c698be6fa553b73251a5cf3f191,malicious,[],"['Kernel Modules and Extensions', 'Modify Registry', 'File Deletion', 'File and Directory Discovery', 'Process Discovery', 'Service Execution', 'Remote Desktop Protocol', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
eeda8800f0c0f82534ecaac104649dd22b0882f1b3459c3c1b35bef49d641cb8,malicious,[],"['Kernel Modules and Extensions', 'Query Registry', 'System Time Discovery', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery']"
1c6289a140b043ba849ecd7a9e11b40d394a753df87cb9f94b2d5969467d54a2,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Process Discovery', 'Windows Management Instrumentation', 'Service Execution', 'Registry Run Keys / Start Folder', 'Local Job Scheduling', 'Application Window Discovery', 'Query Registry', 'Process Injection', 'Email Collection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'System Information Discovery', 'Software Packing']"
0f05f40c729628a451191b510fd06f4f853c222358890f0449c9b3da778d08f2,malicious,[],"['Kernel Modules and Extensions', 'Clipboard Data', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'Data Encoding', 'Query Registry', 'System Time Discovery', 'Hooking']"
56ff6937ac04352eeb83b3ae75b9a1d2efb3177f7b460c148864a3236b22efb2,malicious,['darkkomet'],"['Kernel Modules and Extensions', 'File Deletion', 'Input Capture', 'Access Token Manipulation', 'Application Window Discovery', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Software Packing']"
59f05dd1a193e29dea5b60f45b7beb1ded7b53d01640f9fe20df08c74aaf7dd7,malicious,[],"['Kernel Modules and Extensions', 'Clipboard Data', 'File Deletion', 'File and Directory Discovery', 'Service Execution', 'Application Window Discovery', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'System Information Discovery']"
ecfbf45d7f6a7dd9af47129615c901f1c31b4303fafcb5f3c121a315974ed8ab,malicious,[],"['Data Compressed', 'Hooking']"
4583a6c97dae2101ae4b7f1665f5107dda9de6cabd7a141b1230f29c818dd1d1,malicious,[],"['Data Compressed', 'Hooking']"
e9dd0a68690b5531fa5680d41b4476f02b54ab23327b2daff75ab544147a010b,malicious,[],"['Data Compressed', 'Hooking', 'Windows Management Instrumentation']"
d7d7253d8f3a8a9bc05ec5b8a4b38b1a23e501bc99500c470d4117638fd52fea,malicious,[],['Code Signing']
7598009f6cff5f998c2f24f77043fb6ec8dcc8cb9dc45a6224758d31cad55312,malicious,[],"['Kernel Modules and Extensions', 'Modify Registry', 'File and Directory Discovery', 'Process Discovery', 'Service Execution', 'Remote Desktop Protocol', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
0fa207940ea53e2b54a2b769d8ab033a6b2c5e08c78bf4d7dade79849960b54d,malicious,[],"['Service Execution', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery']"
379230680416b1f4afe0a7bf682a8637cd9ce67832c8a5db9ee5e25f4f40e50c,malicious,[],"['System Time Discovery', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Software Packing']"
c97d9bbc80b573bdeeda3812f4d00e5183493dd0d5805e2508728f65977dda15,malicious,[],"['Kernel Modules and Extensions', 'Process Discovery', 'Query Registry', 'Process Injection', 'Code Signing', 'Hooking', 'Email Collection', 'Data Compressed', 'Peripheral Device Discovery']"
7707e0397554334192f3b84c4841ce34101c9eda3cdc5692d98157084acb3757,malicious,[],['Data Compressed']
a6422490e252e650b0b0d4de662da39197233702da784f4ffb79e4fc74f41cd4,malicious,['ransomware'],"['Kernel Modules and Extensions', 'File Deletion', 'Modify Registry', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Email Collection', 'Data Compressed', 'System Information Discovery']"
3003a29480e1452df2d1e179d636a87b135f5d1c3f89ec86b42b064727626f7c,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Component Object Model Hijacking', 'Process Discovery', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Email Collection', 'System Information Discovery', 'Peripheral Device Discovery']"
10bb6284cfd20e35f6a3035075ea859cce541ad31616da992ce9ed64bbbe933e,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Process Discovery', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'Code Signing', 'Hooking', 'Masquerading', 'System Time Discovery', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
10bb6284cfd20e35f6a3035075ea859cce541ad31616da992ce9ed64bbbe933e,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Process Discovery', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'Code Signing', 'Hooking', 'Masquerading', 'System Time Discovery', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
9ff6b78524b83d667df34eb5e00bf47dc66ca2b4bb7f9422622103311eee3d6e,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Process Discovery', 'Windows Management Instrumentation', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Email Collection', 'Data Compressed', 'Peripheral Device Discovery', 'Software Packing']"
4d2ac59bc41f2e7e3509360b52caf0e906333c227592a285f79710b245eef697,malicious,['evasive'],"['Kernel Modules and Extensions', 'File and Directory Discovery', 'Process Discovery', 'Remote Desktop Protocol', 'Application Window Discovery', 'Query Registry', 'System Time Discovery', 'Code Signing', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
adce309c3fbb5a036591b99e5c0234323473f978943898cf78df6fc36c49d250,malicious,[],"['System Information Discovery', 'Remote Desktop Protocol', 'Network Service Scanning']"
adce309c3fbb5a036591b99e5c0234323473f978943898cf78df6fc36c49d250,malicious,[],"['System Information Discovery', 'Remote Desktop Protocol', 'Network Service Scanning']"
0bd7593f2e9f6f35dad1468fa3a2e038c0e9a91014248e2e438a43a7a03b038f,malicious,[],"['System Information Discovery', 'Data Compressed', 'Kernel Modules and Extensions', 'System Time Discovery']"
cff0e1b4781e883eca8d203d71f62da976795e29482b70821ee2d5dda1b1c74b,malicious,[],"['Application Window Discovery', 'Service Execution', 'Process Injection', 'Hooking']"
cff0e1b4781e883eca8d203d71f62da976795e29482b70821ee2d5dda1b1c74b,malicious,[],"['Application Window Discovery', 'Service Execution', 'Process Injection', 'Hooking']"
48ef409ed7f7ebeb345e493983bea904435a4d3d486d7863ae1489fbc713ccb3,malicious,[],"['Kernel Modules and Extensions', 'System Time Discovery', 'Process Injection', 'Data Compressed', 'System Information Discovery']"
48ef409ed7f7ebeb345e493983bea904435a4d3d486d7863ae1489fbc713ccb3,malicious,[],"['Kernel Modules and Extensions', 'System Time Discovery', 'Process Injection', 'Data Compressed', 'System Information Discovery']"
9d3bac28e24a997c2d2b3a955b7f0d57494950a0269f1bf31dc45fb1dadcdb84,malicious,"['rootkit', 'adware', 'trojan', 'crypt', 'troldesh', 'downloader', 'ransomware', 'worm', 'dialer', 'toolbar', 'injector', 'riskware', 'exploit', 'backdoor', 'autorun']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Modify Registry', 'Process Discovery', 'Registry Run Keys / Start Folder', 'Data Encoding', 'Query Registry', 'Process Injection', 'Email Collection', 'Data Compressed', 'Peripheral Device Discovery', 'Software Packing']"
026e8c1bb6fda0bd89dd2d87ef95a8920df5ba331b74c604223f75e597069ded,malicious,['pua'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Modify Registry', 'Process Discovery', 'Registry Run Keys / Start Folder', 'Remote Desktop Protocol', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Email Collection', 'Data Compressed', 'Peripheral Device Discovery', 'System Information Discovery', 'Software Packing']"
856a105ca8f2bc9052d682e72b365879ee495d8dc15806fc7b4cbb9aaa526d94,malicious,[],['Hooking']
10bb6284cfd20e35f6a3035075ea859cce541ad31616da992ce9ed64bbbe933e,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Process Discovery', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'Code Signing', 'Hooking', 'Masquerading', 'System Time Discovery', 'Data Compressed', 'System Information Discovery', 'Peripheral Device Discovery']"
9ff6b78524b83d667df34eb5e00bf47dc66ca2b4bb7f9422622103311eee3d6e,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Process Discovery', 'Windows Management Instrumentation', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Email Collection', 'Data Compressed', 'Peripheral Device Discovery', 'Software Packing']"
2824a8ce0e65bb185a88ff1fe5f1df202405c42b6705a420dbc07c565a44b240,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Process Discovery', 'Registry Run Keys / Start Folder', 'Query Registry', 'Process Injection', 'Email Collection', 'Masquerading', 'Peripheral Device Discovery', 'Data Compressed', 'Software Packing']"
bae43c75886011c56b50a3819d427fc2edc21babf519ab5dcd252f91b965335f,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'phishing', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
b0e30d10f4286ad0385e153ad92aada9dd80dac64fc12a5136836bdc7d693014,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'wcry', 'exploit']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
66ddd0edb16bfb041ccfa78e41af074bdf2f9b23eda55e45b54d29eabb1200d4,malicious,"['wannacry', 'wanacrypt0r', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Windows Management Instrumentation', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
ec2a990e5ceea72eec6128d38e8debedffbe6cac244f7ee5e5e3d58e2ad0b202,malicious,['ransomware'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'System Time Discovery', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Network Service Scanning']"
d44424b9eedc33b91aaf1437bedebed79463905a5b71b7fa401276550141c629,malicious,"['wannacry', 'wanacrypt0r', 'wcry']","['Kernel Modules and Extensions', 'File Deletion', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
97071a42de7b359d9250feb08cac443933a95e9bbfbd7760435f8bda9c1aa00b,malicious,['ransomware'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
bcad6919d2edc3c51ba917a3348c39b5a7a5d0b2a5d3418977fcd475f6aeec20,malicious,"['ransomware', 'wannacry', 'wanacrypt0r', 'wcry']","['Kernel Modules and Extensions', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
440d7c74e69fa012767a781a0db73820ab5a080b7c5bdbb510d82c64fd46300e,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Modify Registry', 'Windows Management Instrumentation', 'Service Execution', 'File System Permissions Weakness', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
572ab0c499713b8d1ebf0c3734c2fab9a03769095a2c12f315c370d2aa884ba0,malicious,"['wannacry', 'wanacrypt0r', 'wcry']","['Modify Registry', 'Service Execution', 'System Network Configuration Discovery', 'New Service', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
fa00d59535de04c6a7a582e6897073ed78e9c7fb4bfbf2ab3419b89b538f9117,malicious,"['ransomware', 'wannacry', 'wanacrypt0r', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed']"
48c0c2cf35e0d2aaeb846c0bde431ba4f3b6a5d576a60615f2d9f9dafff6c843,malicious,"['wannacry', 'wanacrypt0r', 'phishing', 'wcry']","['Kernel Modules and Extensions', 'File Deletion', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
5aec6e6089d7281fe47ea64d1685e420f6cd99828137dbe8c6674c90a65dc52a,malicious,"['wannacry', 'wanacrypt0r', 'crypt', 'downloader', 'phishing', 'riskware', 'wcry', 'exploit']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
ba34a5ba7f80c1100d23aa5ec8dd46d06a31ef44ed934c10a7d2cae4097770b9,malicious,"['wannacry', 'wanacrypt0r', 'wcry']","['Modify Registry', 'Windows Management Instrumentation', 'Service Execution', 'File System Permissions Weakness', 'System Network Configuration Discovery', 'New Service', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
8d0c9d2e438f33dd7806ed8017baa1f114b6157f9f0eb1fb5d3b59351609120c,malicious,['ransomware'],"['Modify Registry', 'Service Execution', 'System Network Configuration Discovery', 'New Service', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
1417e1776a3e89a4bcfbc617d1dab8bbf4f12aed8a794f4c440e8de2ebb59d3c,malicious,"['ransomware', 'wannacry', 'wanacrypt0r', 'wcry']","['Windows Management Instrumentation', 'Service Execution', 'System Network Configuration Discovery', 'New Service', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
8fe224636d6cb2404d0b8cf873b2c53d2d82aeff6e15e7d60ed62c68101dc664,malicious,['ransomware'],['Data Compressed']
8f9963ad263d7f86f4c5cd5465b3630b4fcae8371b32006e1c7223979e018f3e,malicious,"['wannacry', 'wanacrypt0r', 'wcry']","['Data Compressed', 'File System Permissions Weakness', 'Windows Management Instrumentation']"
0865b840f2ed177135ae474d4b30d165b551acd0691befd9b25de8fe3038c2e0,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'wcry', 'exploit']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
6ebe2535c4bbe05e18d6ab4e4d1c2bdaa85b75e417b31cbb44e52ec60c0c3f87,malicious,['phishing'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
e5eb5af2180ef5da1c34fa05ecf73190a67e10714485dee3619f56de6d43d077,malicious,"['wannacry', 'exploit', 'wanacrypt0r', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
ac4f015543449b0e67d4169e6486afa7d9678fb1c70ef2855ccf0de684d076ec,malicious,"['wannacry', 'wanacrypt0r', 'wcry']","['Kernel Modules and Extensions', 'Modify Registry', 'Service Execution', 'File System Permissions Weakness', 'Local Job Scheduling', 'Security Software Discovery', 'System Network Configuration Discovery', 'New Service', 'Process Injection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
8c25ecbec76e6b104a4bcccd23503fa244dd8a582b3c2bf72ca63b01051c738a,malicious,[],"['Modify Registry', 'Service Execution', 'System Network Configuration Discovery', 'New Service', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
df6d5b29a97647bca44e2306069f7675ef992f591c8c761af99bbdc17cfa7692,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'phishing', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
9c808c58df37990929559de051f75aa7c0c9e2d2132d439f556406b4365f3480,malicious,"['wannacry', 'wanacrypt0r', 'wcry']","['Modify Registry', 'Service Execution', 'System Network Configuration Discovery', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
e8e5833bfd2e454fc0bd9b4808612ddbf120b4f2d10c0fbe881df70707181198,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
9348ff35903052b6874508e0fa116dacc4dca5b0a60710a6084c3ac5f01ae85f,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'wcry', 'exploit']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
35c0e0c0e70565cfdc78ac708e122c2f65059ea337216418d674a343da90927e,malicious,['ransomware'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'System Information Discovery', 'Network Service Scanning']"
cc4316fd6fdad63a1663164cdb962dd742ea8fcb76103407c5ee6ca3e59c8cf9,malicious,['ransomware'],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
d540784d06bdc4b7d7bc8e7713bfb0bfa49f4a23b2461f82876320accdaf388e,malicious,[],"['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
e2b54741be34be2c0d2bdebb78f32d3f79a885397b3a46f87f62e896f1a42371,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'phishing', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'File Deletion', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
c05e2dab77349cd639aa837e7e121710b8a0718d8fc93fb4cc6458ae90e5c597,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'phishing', 'wcry']","['Kernel Modules and Extensions', 'File Deletion', 'Modify Registry', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
9ce656f2fdeef73ccf15b8589b150d2a5e3d22b03c1947d7e2f65e69e4909488,malicious,"['wannacry', 'wanacrypt0r', 'ransomware', 'phishing', 'wcry']","['Kernel Modules and Extensions', 'Uncommonly Used Port', 'Modify Registry', 'File Deletion', 'Service Execution', 'Remote Desktop Protocol', 'System Network Configuration Discovery', 'New Service', 'Query Registry', 'Process Injection', 'Hooking', 'Data Compressed', 'Peripheral Device Discovery', 'Network Service Scanning']"
2b98551bad9d7026d37ebd14e3a527e6e57ec72d88e2a420b8863de48dcd1744,malicious,"['wannacry', 'wanacrypt0r', 'wcry']","['Modify Registry', 'Service Execution', 'System Network Configuration Discovery', 'New Service', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
4fc88b0264f3403f36f8886182ea49fa97d9c14fc7e81670cf1f02be102cd198,malicious,"['wannacry', 'wanacrypt0r', 'phishing', 'wcry', 'bladabindi', 'rat']","['Modify Registry', 'Service Execution', 'System Network Configuration Discovery', 'Process Injection', 'Hooking', 'Data Compressed', 'Network Service Scanning']"
